program	opt	functions	instrs
rosetta_v06_00147_Binary-strings_binary-strings	O3	22	687
rosetta_v06_00148_Bioinformatics-Sequence-mutation_bioinformatics-sequence-mutation	O0	15	780
rosetta_v06_00148_Bioinformatics-Sequence-mutation_bioinformatics-sequence-mutation	O1	15	656
rosetta_v06_00148_Bioinformatics-Sequence-mutation_bioinformatics-sequence-mutation	O2	15	717
rosetta_v06_00148_Bioinformatics-Sequence-mutation_bioinformatics-sequence-mutation	O3	15	717
rosetta_v06_00149_Bioinformatics-base-count_bioinformatics-base-count	O0	10	204
rosetta_v06_00149_Bioinformatics-base-count_bioinformatics-base-count	O1	10	184
rosetta_v06_00149_Bioinformatics-base-count_bioinformatics-base-count	O2	10	175
rosetta_v06_00149_Bioinformatics-base-count_bioinformatics-base-count	O3	10	175
rosetta_v06_00151_Biorhythms_biorhythms-1	O0	12	273
rosetta_v06_00151_Biorhythms_biorhythms-1	O1	12	234
rosetta_v06_00151_Biorhythms_biorhythms-1	O2	12	239
rosetta_v06_00151_Biorhythms_biorhythms-1	O3	12	272
rosetta_v06_00152_Bitcoin-address-validation_bitcoin-address-validation	O0	10	255
rosetta_v06_00152_Bitcoin-address-validation_bitcoin-address-validation	O1	10	231
rosetta_v06_00152_Bitcoin-address-validation_bitcoin-address-validation	O2	10	220
rosetta_v06_00152_Bitcoin-address-validation_bitcoin-address-validation	O3	10	232
rosetta_v06_00154_Bitmap_bitmap-1	O0	6	60
rosetta_v06_00154_Bitmap_bitmap-1	O1	6	60
rosetta_v06_00154_Bitmap_bitmap-1	O2	6	60
rosetta_v06_00154_Bitmap_bitmap-1	O3	6	60
rosetta_v06_00182_Bitmap-Write-a-PPM-file_bitmap-write-a-ppm-file-1	O0	10	156
rosetta_v06_00182_Bitmap-Write-a-PPM-file_bitmap-write-a-ppm-file-1	O1	10	148
rosetta_v06_00182_Bitmap-Write-a-PPM-file_bitmap-write-a-ppm-file-1	O2	10	136
rosetta_v06_00182_Bitmap-Write-a-PPM-file_bitmap-write-a-ppm-file-1	O3	10	136
rosetta_v06_00183_Bitmap-Write-a-PPM-file_bitmap-write-a-ppm-file-2	O0	10	229
rosetta_v06_00183_Bitmap-Write-a-PPM-file_bitmap-write-a-ppm-file-2	O1	10	142
rosetta_v06_00183_Bitmap-Write-a-PPM-file_bitmap-write-a-ppm-file-2	O2	10	192
rosetta_v06_00183_Bitmap-Write-a-PPM-file_bitmap-write-a-ppm-file-2	O3	10	165
rosetta_v06_00184_Bitwise-IO_bitwise-io	O0	14	395
rosetta_v06_00184_Bitwise-IO_bitwise-io	O1	14	347
rosetta_v06_00184_Bitwise-IO_bitwise-io	O2	14	371
rosetta_v06_00184_Bitwise-IO_bitwise-io	O3	14	476
rosetta_v06_00187_Bitwise-operations_bitwise-operations-2	O0	7	71
rosetta_v06_00187_Bitwise-operations_bitwise-operations-2	O1	7	64
rosetta_v06_00187_Bitwise-operations_bitwise-operations-2	O2	7	65
rosetta_v06_00187_Bitwise-operations_bitwise-operations-2	O3	7	65
rosetta_v06_00188_Blum-integer_blum-integer	O0	12	418
rosetta_v06_00188_Blum-integer_blum-integer	O1	12	374
rosetta_v06_00188_Blum-integer_blum-integer	O2	12	336
rosetta_v06_00188_Blum-integer_blum-integer	O3	12	492
rosetta_v06_00189_Box-the-compass_box-the-compass	O0	10	137
rosetta_v06_00189_Box-the-compass_box-the-compass	O1	10	119
rosetta_v06_00189_Box-the-compass_box-the-compass	O2	10	121
rosetta_v06_00189_Box-the-compass_box-the-compass	O3	10	121
rosetta_v06_00190_Brace-expansion_brace-expansion	O0	22	840
rosetta_v06_00190_Brace-expansion_brace-expansion	O1	22	633
rosetta_v06_00190_Brace-expansion_brace-expansion	O2	24	756
rosetta_v06_00190_Brace-expansion_brace-expansion	O3	26	3627
rosetta_v06_00193_Brownian-tree_brownian-tree-2	O0	10	328
rosetta_v06_00193_Brownian-tree_brownian-tree-2	O1	10	226
rosetta_v06_00193_Brownian-tree_brownian-tree-2	O2	10	219
rosetta_v06_00193_Brownian-tree_brownian-tree-2	O3	10	219
rosetta_v06_00194_Bulls-and-cows_bulls-and-cows-1	O0	10	244
rosetta_v06_00194_Bulls-and-cows_bulls-and-cows-1	O1	10	221
rosetta_v06_00194_Bulls-and-cows_bulls-and-cows-1	O2	10	230
rosetta_v06_00194_Bulls-and-cows_bulls-and-cows-1	O3	10	230
rosetta_v06_00196_Bulls-and-cows-Player_bulls-and-cows-player-1	O0	16	488
rosetta_v06_00196_Bulls-and-cows-Player_bulls-and-cows-player-1	O1	16	462
rosetta_v06_00196_Bulls-and-cows-Player_bulls-and-cows-player-1	O2	16	524
rosetta_v06_00196_Bulls-and-cows-Player_bulls-and-cows-player-1	O3	16	1709
rosetta_v06_00199_Burrows-Wheeler-transform_burrows-wheeler-transform	O0	14	555
rosetta_v06_00199_Burrows-Wheeler-transform_burrows-wheeler-transform	O1	14	439
rosetta_v06_00199_Burrows-Wheeler-transform_burrows-wheeler-transform	O2	14	511
rosetta_v06_00199_Burrows-Wheeler-transform_burrows-wheeler-transform	O3	14	514
rosetta_v06_00200_CRC-32_crc-32-2	O0	11	168
rosetta_v06_00200_CRC-32_crc-32-2	O1	11	136
rosetta_v06_00200_CRC-32_crc-32-2	O2	11	182
rosetta_v06_00200_CRC-32_crc-32-2	O3	11	282
rosetta_v06_00202_CSV-data-manipulation_csv-data-manipulation-1	O0	19	743
rosetta_v06_00202_CSV-data-manipulation_csv-data-manipulation-1	O1	19	618
rosetta_v06_00202_CSV-data-manipulation_csv-data-manipulation-1	O2	19	621
rosetta_v06_00202_CSV-data-manipulation_csv-data-manipulation-1	O3	19	655
rosetta_v06_00205_CSV-to-HTML-translation_csv-to-html-translation-1	O0	10	153
rosetta_v06_00205_CSV-to-HTML-translation_csv-to-html-translation-1	O1	10	151
rosetta_v06_00205_CSV-to-HTML-translation_csv-to-html-translation-1	O2	10	146
rosetta_v06_00205_CSV-to-HTML-translation_csv-to-html-translation-1	O3	10	146
rosetta_v06_00206_CUSIP_cusip	O0	11	307
rosetta_v06_00206_CUSIP_cusip	O1	11	225
rosetta_v06_00206_CUSIP_cusip	O2	11	220
rosetta_v06_00206_CUSIP_cusip	O3	11	745
rosetta_v06_00208_Calculating-the-value-of-e_calculating-the-value-of-e-2	O0	10	125
rosetta_v06_00208_Calculating-the-value-of-e_calculating-the-value-of-e-2	O1	10	115
rosetta_v06_00208_Calculating-the-value-of-e_calculating-the-value-of-e-2	O2	10	120
rosetta_v06_00208_Calculating-the-value-of-e_calculating-the-value-of-e-2	O3	10	120
rosetta_v06_00209_Calculating-the-value-of-e_calculating-the-value-of-e-1	O0	10	152
rosetta_v06_00209_Calculating-the-value-of-e_calculating-the-value-of-e-1	O1	10	129
rosetta_v06_00209_Calculating-the-value-of-e_calculating-the-value-of-e-1	O2	10	128
rosetta_v06_00209_Calculating-the-value-of-e_calculating-the-value-of-e-1	O3	10	128
rosetta_v06_00210_Calendar_calendar-1	O0	14	706
rosetta_v06_00210_Calendar_calendar-1	O1	14	537
rosetta_v06_00210_Calendar_calendar-1	O2	14	642
rosetta_v06_00210_Calendar_calendar-1	O3	14	1027
rosetta_v06_00215_Call-a-function-in-a-shared-library_call-a-function-in-a-shared-library-2	O0	8	80
rosetta_v06_00215_Call-a-function-in-a-shared-library_call-a-function-in-a-shared-library-2	O1	8	76
rosetta_v06_00215_Call-a-function-in-a-shared-library_call-a-function-in-a-shared-library-2	O2	8	77
rosetta_v06_00215_Call-a-function-in-a-shared-library_call-a-function-in-a-shared-library-2	O3	8	77
rosetta_v06_00216_Call-a-function-in-a-shared-library_call-a-function-in-a-shared-library-1	O0	11	147
rosetta_v06_00216_Call-a-function-in-a-shared-library_call-a-function-in-a-shared-library-1	O1	11	133
rosetta_v06_00216_Call-a-function-in-a-shared-library_call-a-function-in-a-shared-library-1	O2	11	135
rosetta_v06_00216_Call-a-function-in-a-shared-library_call-a-function-in-a-shared-library-1	O3	11	140
rosetta_v06_00217_Call-an-object-method_call-an-object-method	O0	11	133
rosetta_v06_00217_Call-an-object-method_call-an-object-method	O1	11	122
rosetta_v06_00217_Call-an-object-method_call-an-object-method	O2	11	112
rosetta_v06_00217_Call-an-object-method_call-an-object-method	O3	11	112
rosetta_v06_00218_Canny-edge-detector_canny-edge-detector	O0	15	1564
rosetta_v06_00218_Canny-edge-detector_canny-edge-detector	O1	15	1347
rosetta_v06_00218_Canny-edge-detector_canny-edge-detector	O2	17	1536
rosetta_v06_00218_Canny-edge-detector_canny-edge-detector	O3	20	2023
rosetta_v06_00219_Canonicalize-CIDR_canonicalize-cidr	O0	12	275
rosetta_v06_00219_Canonicalize-CIDR_canonicalize-cidr	O1	12	220
rosetta_v06_00219_Canonicalize-CIDR_canonicalize-cidr	O2	12	244
rosetta_v06_00219_Canonicalize-CIDR_canonicalize-cidr	O3	12	286
rosetta_v06_00220_Cantor-set_cantor-set	O0	13	220
rosetta_v06_00220_Cantor-set_cantor-set	O1	13	184
rosetta_v06_00220_Cantor-set_cantor-set	O2	13	213
rosetta_v06_00220_Cantor-set_cantor-set	O3	13	654
rosetta_v06_00221_Carmichael-3-strong-pseudoprimes_carmichael-3-strong-pseudoprimes	O0	12	247
rosetta_v06_00221_Carmichael-3-strong-pseudoprimes_carmichael-3-strong-pseudoprimes	O1	12	246
rosetta_v06_00221_Carmichael-3-strong-pseudoprimes_carmichael-3-strong-pseudoprimes	O2	13	238
rosetta_v06_00221_Carmichael-3-strong-pseudoprimes_carmichael-3-strong-pseudoprimes	O3	13	342
rosetta_v06_00222_Cartesian-product-of-two-or-more-lists_cartesian-product-of-two-or-more-lists	O0	13	519
rosetta_v06_00222_Cartesian-product-of-two-or-more-lists_cartesian-product-of-two-or-more-lists	O1	13	416
rosetta_v06_00222_Cartesian-product-of-two-or-more-lists_cartesian-product-of-two-or-more-lists	O2	13	439
rosetta_v06_00222_Cartesian-product-of-two-or-more-lists_cartesian-product-of-two-or-more-lists	O3	13	644
rosetta_v06_00223_Case-sensitivity-of-identifiers_case-sensitivity-of-identifiers	O0	10	88
rosetta_v06_00223_Case-sensitivity-of-identifiers_case-sensitivity-of-identifiers	O1	10	87
rosetta_v06_00223_Case-sensitivity-of-identifiers_case-sensitivity-of-identifiers	O2	10	88
rosetta_v06_00223_Case-sensitivity-of-identifiers_case-sensitivity-of-identifiers	O3	10	88
rosetta_v06_00224_Casting-out-nines_casting-out-nines	O0	10	150
rosetta_v06_00224_Casting-out-nines_casting-out-nines	O1	10	134
rosetta_v06_00224_Casting-out-nines_casting-out-nines	O2	10	132
rosetta_v06_00224_Casting-out-nines_casting-out-nines	O3	10	132
rosetta_v06_00225_Catalan-numbers_catalan-numbers	O0	14	238
rosetta_v06_00225_Catalan-numbers_catalan-numbers	O1	14	222
rosetta_v06_00225_Catalan-numbers_catalan-numbers	O2	15	1423
rosetta_v06_00225_Catalan-numbers_catalan-numbers	O3	15	1683
rosetta_v06_00226_Catalan-numbers-Pascals-triangle_catalan-numbers-pascals-triangle	O0	10	129
rosetta_v06_00226_Catalan-numbers-Pascals-triangle_catalan-numbers-pascals-triangle	O1	10	134
rosetta_v06_00226_Catalan-numbers-Pascals-triangle_catalan-numbers-pascals-triangle	O2	10	117
rosetta_v06_00226_Catalan-numbers-Pascals-triangle_catalan-numbers-pascals-triangle	O3	10	276
rosetta_v06_00227_Catamorphism_catamorphism	O0	14	178
rosetta_v06_00227_Catamorphism_catamorphism	O1	14	152
rosetta_v06_00227_Catamorphism_catamorphism	O2	14	155
rosetta_v06_00227_Catamorphism_catamorphism	O3	14	136
rosetta_v06_00231_Character-codes_character-codes	O0	10	91
rosetta_v06_00231_Character-codes_character-codes	O1	10	89
rosetta_v06_00231_Character-codes_character-codes	O2	10	90
rosetta_v06_00231_Character-codes_character-codes	O3	10	90
rosetta_v06_00233_Check-input-device-is-a-terminal_check-input-device-is-a-terminal	O0	10	99
rosetta_v06_00233_Check-input-device-is-a-terminal_check-input-device-is-a-terminal	O1	10	96
rosetta_v06_00233_Check-input-device-is-a-terminal_check-input-device-is-a-terminal	O2	10	98
rosetta_v06_00233_Check-input-device-is-a-terminal_check-input-device-is-a-terminal	O3	10	98
rosetta_v06_00234_Check-output-device-is-a-terminal_check-output-device-is-a-terminal	O0	10	99
rosetta_v06_00234_Check-output-device-is-a-terminal_check-output-device-is-a-terminal	O1	10	96
rosetta_v06_00234_Check-output-device-is-a-terminal_check-output-device-is-a-terminal	O2	10	98
rosetta_v06_00234_Check-output-device-is-a-terminal_check-output-device-is-a-terminal	O3	10	98
rosetta_v06_00235_Check-that-file-exists_check-that-file-exists-1	O0	12	176
rosetta_v06_00235_Check-that-file-exists_check-that-file-exists-1	O1	12	152
rosetta_v06_00235_Check-that-file-exists_check-that-file-exists-1	O2	12	160
rosetta_v06_00235_Check-that-file-exists_check-that-file-exists-1	O3	12	187
rosetta_v06_00239_Cheryls-birthday_cheryls-birthday	O0	15	499
rosetta_v06_00239_Cheryls-birthday_cheryls-birthday	O1	15	257
rosetta_v06_00239_Cheryls-birthday_cheryls-birthday	O2	15	253
rosetta_v06_00239_Cheryls-birthday_cheryls-birthday	O3	15	909
rosetta_v06_00240_Chinese-remainder-theorem_chinese-remainder-theorem	O0	12	208
rosetta_v06_00240_Chinese-remainder-theorem_chinese-remainder-theorem	O1	12	183
rosetta_v06_00240_Chinese-remainder-theorem_chinese-remainder-theorem	O2	12	224
rosetta_v06_00240_Chinese-remainder-theorem_chinese-remainder-theorem	O3	12	283
rosetta_v06_00241_Chinese-zodiac_chinese-zodiac	O0	13	192
rosetta_v06_00241_Chinese-zodiac_chinese-zodiac	O1	13	158
rosetta_v06_00241_Chinese-zodiac_chinese-zodiac	O2	13	179
rosetta_v06_00241_Chinese-zodiac_chinese-zodiac	O3	13	179
rosetta_v06_00242_Cholesky-decomposition_cholesky-decomposition	O0	12	335
rosetta_v06_00242_Cholesky-decomposition_cholesky-decomposition	O1	12	319
rosetta_v06_00242_Cholesky-decomposition_cholesky-decomposition	O2	12	307
rosetta_v06_00242_Cholesky-decomposition_cholesky-decomposition	O3	12	331
rosetta_v06_00243_Chowla-numbers_chowla-numbers	O0	11	202
rosetta_v06_00243_Chowla-numbers_chowla-numbers	O1	11	185
rosetta_v06_00243_Chowla-numbers_chowla-numbers	O2	11	253
rosetta_v06_00243_Chowla-numbers_chowla-numbers	O3	11	237
rosetta_v06_00244_Circles-of-given-radius-through-two-points_circles-of-given-radius-through-two-points	O0	12	400
rosetta_v06_00244_Circles-of-given-radius-through-two-points_circles-of-given-radius-through-two-points	O1	12	276
rosetta_v06_00244_Circles-of-given-radius-through-two-points_circles-of-given-radius-through-two-points	O2	12	256
rosetta_v06_00244_Circles-of-given-radius-through-two-points_circles-of-given-radius-through-two-points	O3	12	360
rosetta_v06_00246_Cistercian-numerals_cistercian-numerals	O0	22	741
rosetta_v06_00246_Cistercian-numerals_cistercian-numerals	O1	22	523
rosetta_v06_00246_Cistercian-numerals_cistercian-numerals	O2	22	564
rosetta_v06_00246_Cistercian-numerals_cistercian-numerals	O3	22	1130
rosetta_v06_00249_Closures-Value-capture_closures-value-capture-1	O0	12	179
rosetta_v06_00249_Closures-Value-capture_closures-value-capture-1	O1	12	182
rosetta_v06_00249_Closures-Value-capture_closures-value-capture-1	O2	13	180
rosetta_v06_00249_Closures-Value-capture_closures-value-capture-1	O3	14	215
rosetta_v06_00256_Color-wheel_color-wheel	O0	12	506
rosetta_v06_00256_Color-wheel_color-wheel	O1	12	370
rosetta_v06_00256_Color-wheel_color-wheel	O2	12	359
rosetta_v06_00256_Color-wheel_color-wheel	O3	12	480
rosetta_v06_00257_Colorful-numbers_colorful-numbers	O0	12	413
rosetta_v06_00257_Colorful-numbers_colorful-numbers	O1	12	372
rosetta_v06_00257_Colorful-numbers_colorful-numbers	O2	12	351
rosetta_v06_00257_Colorful-numbers_colorful-numbers	O3	12	572
rosetta_v06_00261_Combinations_combinations-1	O0	11	152
rosetta_v06_00261_Combinations_combinations-1	O1	11	141
rosetta_v06_00261_Combinations_combinations-1	O2	11	164
rosetta_v06_00261_Combinations_combinations-1	O3	12	1525
rosetta_v06_00262_Combinations_combinations-2	O0	11	190
rosetta_v06_00262_Combinations_combinations-2	O1	11	185
rosetta_v06_00262_Combinations_combinations-2	O2	11	258
rosetta_v06_00262_Combinations_combinations-2	O3	11	339
rosetta_v06_00264_Combinations-with-repetitions_combinations-with-repetitions-2	O0	11	174
rosetta_v06_00264_Combinations-with-repetitions_combinations-with-repetitions-2	O1	11	170
rosetta_v06_00264_Combinations-with-repetitions_combinations-with-repetitions-2	O2	11	171
rosetta_v06_00264_Combinations-with-repetitions_combinations-with-repetitions-2	O3	13	1935
rosetta_v06_00265_Combinations-with-repetitions_combinations-with-repetitions-1	O0	12	188
rosetta_v06_00265_Combinations-with-repetitions_combinations-with-repetitions-1	O1	12	169
rosetta_v06_00265_Combinations-with-repetitions_combinations-with-repetitions-1	O2	12	195
rosetta_v06_00265_Combinations-with-repetitions_combinations-with-repetitions-1	O3	12	228
rosetta_v06_00266_Comma-quibbling_comma-quibbling	O0	11	234
rosetta_v06_00266_Comma-quibbling_comma-quibbling	O1	11	214
rosetta_v06_00266_Comma-quibbling_comma-quibbling	O2	12	234
rosetta_v06_00266_Comma-quibbling_comma-quibbling	O3	12	261
rosetta_v06_00267_Command-line-arguments_command-line-arguments	O0	10	109
rosetta_v06_00267_Command-line-arguments_command-line-arguments	O1	10	108
rosetta_v06_00267_Command-line-arguments_command-line-arguments	O2	10	108
rosetta_v06_00267_Command-line-arguments_command-line-arguments	O3	10	108
rosetta_v06_00268_Comments_comments-2	O0	7	67
rosetta_v06_00268_Comments_comments-2	O1	7	61
rosetta_v06_00268_Comments_comments-2	O2	7	62
rosetta_v06_00268_Comments_comments-2	O3	7	62
rosetta_v06_00269_Comments_comments-4	O0	6	60
rosetta_v06_00269_Comments_comments-4	O1	6	60
rosetta_v06_00269_Comments_comments-4	O2	6	60
rosetta_v06_00269_Comments_comments-4	O3	6	60
rosetta_v06_00270_Comments_comments-1	O0	6	60
rosetta_v06_00270_Comments_comments-1	O1	6	60
rosetta_v06_00270_Comments_comments-1	O2	6	60
rosetta_v06_00270_Comments_comments-1	O3	6	60
rosetta_v06_00271_Comments_comments-5	O0	6	60
rosetta_v06_00271_Comments_comments-5	O1	6	60
rosetta_v06_00271_Comments_comments-5	O2	6	60
rosetta_v06_00271_Comments_comments-5	O3	6	60
rosetta_v06_00273_Comments_comments-6	O0	6	60
rosetta_v06_00273_Comments_comments-6	O1	6	60
rosetta_v06_00273_Comments_comments-6	O2	6	60
rosetta_v06_00273_Comments_comments-6	O3	6	60
rosetta_v06_00274_Comments_comments-7	O0	6	60
rosetta_v06_00274_Comments_comments-7	O1	6	60
rosetta_v06_00274_Comments_comments-7	O2	6	60
rosetta_v06_00274_Comments_comments-7	O3	6	60
rosetta_v06_00275_Compare-a-list-of-strings_compare-a-list-of-strings	O0	9	123
rosetta_v06_00275_Compare-a-list-of-strings_compare-a-list-of-strings	O1	6	60
rosetta_v06_00275_Compare-a-list-of-strings_compare-a-list-of-strings	O2	6	60
rosetta_v06_00275_Compare-a-list-of-strings_compare-a-list-of-strings	O3	6	60
rosetta_v06_00278_Compare-sorting-algorithms-performance_compare-sorting-algorithms-performance-1	O0	6	60
rosetta_v06_00278_Compare-sorting-algorithms-performance_compare-sorting-algorithms-performance-1	O1	6	60
rosetta_v06_00278_Compare-sorting-algorithms-performance_compare-sorting-algorithms-performance-1	O2	6	60
rosetta_v06_00278_Compare-sorting-algorithms-performance_compare-sorting-algorithms-performance-1	O3	6	60
rosetta_v06_00283_Compile-time-calculation_compile-time-calculation-2	O0	10	87
rosetta_v06_00283_Compile-time-calculation_compile-time-calculation-2	O1	10	85
rosetta_v06_00283_Compile-time-calculation_compile-time-calculation-2	O2	10	86
rosetta_v06_00283_Compile-time-calculation_compile-time-calculation-2	O3	10	86
rosetta_v06_00284_Compiler-AST-interpreter_compiler-ast-interpreter	O0	21	1074
rosetta_v06_00284_Compiler-AST-interpreter_compiler-ast-interpreter	O1	21	790
rosetta_v06_00284_Compiler-AST-interpreter_compiler-ast-interpreter	O2	21	907
rosetta_v06_00284_Compiler-AST-interpreter_compiler-ast-interpreter	O3	21	938
rosetta_v06_00285_Compiler-code-generator_compiler-code-generator	O0	28	1286
rosetta_v06_00285_Compiler-code-generator_compiler-code-generator	O1	28	983
rosetta_v06_00285_Compiler-code-generator_compiler-code-generator	O2	28	1167
rosetta_v06_00285_Compiler-code-generator_compiler-code-generator	O3	28	2049
rosetta_v06_00286_Compiler-lexical-analyzer_compiler-lexical-analyzer	O0	22	1085
rosetta_v06_00286_Compiler-lexical-analyzer_compiler-lexical-analyzer	O1	15	747
rosetta_v06_00286_Compiler-lexical-analyzer_compiler-lexical-analyzer	O2	14	952
rosetta_v06_00286_Compiler-lexical-analyzer_compiler-lexical-analyzer	O3	14	963
rosetta_v06_00287_Compiler-syntax-analyzer_compiler-syntax-analyzer	O0	24	1073
rosetta_v06_00287_Compiler-syntax-analyzer_compiler-syntax-analyzer	O1	24	892
rosetta_v06_00287_Compiler-syntax-analyzer_compiler-syntax-analyzer	O2	24	1013
rosetta_v06_00287_Compiler-syntax-analyzer_compiler-syntax-analyzer	O3	24	1339
rosetta_v06_00288_Compiler-virtual-machine-interpreter_compiler-virtual-machine-interpreter	O0	20	1077
rosetta_v06_00288_Compiler-virtual-machine-interpreter_compiler-virtual-machine-interpreter	O1	20	732
rosetta_v06_00288_Compiler-virtual-machine-interpreter_compiler-virtual-machine-interpreter	O2	20	898
rosetta_v06_00288_Compiler-virtual-machine-interpreter_compiler-virtual-machine-interpreter	O3	21	1151
rosetta_v06_00289_Composite-numbers-k-with-no-single-digit-factors-whose-factors-are-all-substrings-of-k_composite-numbers-k-with-no-single-digit-factors-whose-factors-are-all-substrings-of-k	O0	12	268
rosetta_v06_00289_Composite-numbers-k-with-no-single-digit-factors-whose-factors-are-all-substrings-of-k_composite-numbers-k-with-no-single-digit-factors-whose-factors-are-all-substrings-of-k	O1	12	241
